name,investmentFundType,riskRating,ocfTer,fmec,additionalCharge
Aviva Pension Liontrust Sustainable Future Cautious Managed S6,Mixed assets  Ethical,4,0.48,0.18,0.3
Aviva Pension Liontrust Sustainable Future Corporate Bond 2 S6,Corporate bonds  Global bonds  Ethical,4,0.1,0.05,0.05
Aviva Pension Liontrust Sustainable Future Corporate Bond S2,Corporate bonds  Ethical,4,0,0,0
Aviva Pension Liontrust Sustainable Future Corporate Bond S3,Corporate bonds  Ethical,4,0,0,0
Aviva Pension Liontrust Sustainable Future Defensive Managed S6,Mixed assets  Ethical,3,0.48,0.18,0.3
Aviva Pension Liontrust Sustainable Future European Growth 2 S6,Equities  Ethical,6,0.25,0.05,0.2
Aviva Pension Liontrust Sustainable Future European Growth S2,Equities  Ethical,6,0,0,0
Aviva Pension Liontrust Sustainable Future European Growth S3,Equities  Ethical,6,0,0,0
Aviva Pension Liontrust Sustainable Future European Growth S6,Equities  Ethical,6,0.05,0.05,0
Aviva Pension Liontrust Sustainable Future Global Growth 2 S6,Equities  Ethical,6,0.25,0.05,0.2
Aviva Pension Liontrust Sustainable Future Global Growth S2,Equities  Ethical,6,0,0,0
Aviva Pension Liontrust Sustainable Future Global Growth S3,Equities  Ethical,6,0,0,0
Aviva Pension Liontrust Sustainable Future Global Growth S6,Equities  Ethical,6,0.05,0.05,0
Aviva Pension Liontrust Sustainable Future Managed 2 S6,Equities  Corporate bonds  Ethical,5,0.22,0.07,0.15
Aviva Pension Liontrust Sustainable Future Managed Growth 2 S6,Equities  Ethical,6,0.3,0.05,0.25
Aviva Pension Liontrust Sustainable Future Managed Growth S2,Equities  Ethical,6,0,0,0
Aviva Pension Liontrust Sustainable Future Managed Growth S3,Equities  Ethical,6,0,0,0
Aviva Pension Liontrust Sustainable Future Managed Growth S6,Equities  Ethical,6,0.05,0.05,0
Aviva Pension Liontrust Sustainable Future Managed S2,Mixed assets  Ethical,5,0,0,0
Aviva Pension Liontrust Sustainable Future Managed S3,Mixed assets  Ethical,5,0,0,0
Aviva Pension Liontrust Sustainable Future Managed S6,Mixed assets  Ethical,5,0.07,0.07,0
Aviva Pension Liontrust Sustainable Future UK Growth 2 S6,Equities  Ethical,7,0.31,0.11,0.2
Aviva Pension Liontrust Sustainable Future UK Growth S2,Equities  Ethical,7,0,0,0
Aviva Pension Liontrust Sustainable Future UK Growth S3,Equities  Ethical,7,0,0,0
Aviva Pension Liontrust UK Ethical (NU),Equities  Ethical,7,0,,
Aviva Pension Liontrust UK Ethical (NU) S3,Equities  Ethical,7,0,0,0
Aviva Pension Liontrust UK Ethical 2 S6,Equities  Ethical,7,0.33,0.18,0.15
Aviva Pension Liontrust UK Ethical S1,Equities  Ethical,7,0,,
Aviva Pension Liontrust UK Ethical S2,Equities  Ethical,7,0,0,0
Aviva Pension Liontrust UK Ethical S3,Equities  Ethical,7,0,0,0
Aviva Pension Liontrust UK Ethical S4,Equities  Ethical,7,0,,
Aviva Pension Liontrust UK Ethical S6,Equities  Ethical,7,0.18,0.18,0
Aviva Pension Long Gilt (NU),Gilts,5,0,,
Aviva Pension Long Gilt (NU) S3,Gilts,5,0,0,0
Aviva Pension Long Gilt Portfolio (CGU),Gilts,5,0,,
Aviva Pension Long Gilt Portfolio (CU),Gilts,5,0,,
Aviva Pension Long Gilt Portfolio S9,Gilts,5,0,0,0
Aviva Pension Long Gilt Portfolio YP (CGU),Gilts,5,0,0,0
Aviva Pension Long Gilt S1,Gilts,5,0,,
Aviva Pension Long Gilt S13,Gilts,5,0.07,0.07,0
Aviva Pension Long Gilt S2,Gilts,5,0,0,0
Aviva Pension Long Gilt S3,Gilts,5,0,0,0
Aviva Pension Long Gilt S4,Gilts,5,0,,
Aviva Pension Long Gilt S6,Gilts,5,0.07,0.07,0
Aviva Pension M&G Corporate Bond S6,Corporate bonds  Global bonds,3,0.4,0,0.4
Aviva Pension M&G Global Dividend S6,Equities,6,0.47,0,0.47
Aviva Pension M&G Global Themes S6,Equities,6,0.57,0,0.57
Aviva Pension M&G Optimal Income S6,Corporate bonds  Gilts  Global bonds,3,0.57,0,0.57
Aviva Pension M&G Strategic Corporate Bond S6,Corporate bonds  Global bonds,3,0.45,0.02,0.43
Aviva Pension M&G Total Return Credit Investment S6,Corporate bonds  Gilts  Cash /Money Market,3,0.45,0,0.45
Aviva Pension Man Balanced Managed S2,Mixed assets,4,0.25,0,0.25
Aviva Pension Man Balanced Managed S3,Mixed assets,4,0.25,0,0.25
Aviva Pension Man Balanced Managed S5,Mixed assets,4,0.25,0,0.25
Aviva Pension Man GLG Japan CoreAlpha S6,Equities,7,0.8,0.15,0.65
Aviva Pension Man Stockmarket Managed S2,Mixed assets,5,0.25,0,0.25
Aviva Pension Man Stockmarket Managed S3,Mixed assets,5,0.25,0,0.25
Aviva Pension Man Stockmarket Managed S5,Mixed assets,5,0.25,0,0.25
Aviva Pension Managed High Income S2,Corporate bonds  Global bonds,3,0,0,0
Aviva Pension Managed High Income S3,Corporate bonds  Global bonds,3,0,0,0
Aviva Pension Managed High Income S6,Corporate bonds  Global bonds,3,0.02,0.02,0
Aviva Pension Mixed Investment (0-35% Shares) (NU),Mixed assets,2,0,,
Aviva Pension Mixed Investment (0-35% Shares) (NU) S3,Mixed assets,2,0,0,0
Aviva Pension Mixed Investment (0-35% Shares) 1 S12 and 9 S12,Mixed assets,2,0,,
Aviva Pension Mixed Investment (0-35% Shares) 2 S12,Mixed assets,2,0,,
Aviva Pension Mixed Investment (0-35% Shares) 3 S12,Mixed assets,2,0,,
Aviva Pension Mixed Investment (0-35% Shares) S1,Mixed assets,2,0,,
Aviva Pension Mixed Investment (0-35% Shares) S13,Mixed assets,2,0.04,0.04,0
Aviva Pension Mixed Investment (0-35% Shares) S2,Mixed assets,2,0,0,0
Aviva Pension Mixed Investment (0-35% Shares) S3,Mixed assets,2,0,0,0
Aviva Pension Mixed Investment (0-35% Shares) S4,Mixed assets,2,0,,
Aviva Pension Mixed Investment (0-35% Shares) S6,Mixed assets,2,0.04,0.04,0
Aviva Pension Mixed Investment (20-60% Shares) (CU),Mixed assets,3,0,,
Aviva Pension Mixed Investment (20-60% Shares) S12,Mixed assets,3,0,,
Aviva Pension Mixed Investment (20-60% Shares) S13,Mixed assets,3,0.03,0.03,0
Aviva Pension Mixed Investment (20-60% Shares) S2,Mixed assets,3,0,0,0
Aviva Pension Mixed Investment (20-60% Shares) S3,Mixed assets,3,0,0,0
Aviva Pension Mixed Investment (20-60% Shares) S4,Mixed assets,3,0,,
Aviva Pension Mixed Investment (20-60% Shares) S6,Mixed assets,3,0.03,0.03,0
Aviva Pension Mixed Investment (20-60% Shares) S9,Mixed assets,3,0,0,0
Aviva Pension Mixed Investment (40-85% Shares) (CGU),Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) (CU),Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) (GA) S1,Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) (GA) S2,Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) (NU),Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) (NU) S3,Mixed assets,4,0,0,0
Aviva Pension Mixed Investment (40-85% Shares) (PM),Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) Initial (PM),Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) S1,Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) S13,Mixed assets,4,0.03,0.03,0
Aviva Pension Mixed Investment (40-85% Shares) S2,Mixed assets,4,0,0,0
Aviva Pension Mixed Investment (40-85% Shares) S3,Mixed assets,4,0,0,0
Aviva Pension Mixed Investment (40-85% Shares) S4,Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) S6,Mixed assets,4,0.03,0.03,0
Aviva Pension Mixed Investment (40-85% Shares) TESCO S10,Mixed assets,4,0,,
Aviva Pension Mixed Investment (40-85% Shares) YP (CGU),Mixed assets,4,0,0,0
Aviva Pension Multi-asset Plus Fund I S6,Mixed assets,2,0.16,0.16,0
Aviva Pension Multi-asset Plus Fund II S6,Mixed assets,3,0.11,0.11,0
Aviva Pension Multi-asset Plus Fund III S6,Mixed assets,4,0.11,0.11,0
Aviva Pension Multi-asset Plus Fund IV S6,Mixed assets,4,0.09,0.09,0
Aviva Pension Multi-asset Plus Fund V S6,Mixed assets,5,0.11,0.11,0
Aviva Pension Multi-Asset Sustainable Stewardship I S6,Mixed assets,2,0.15,0,0.15
Aviva Pension Multi-Asset Sustainable Stewardship II S6,Mixed assets,3,0.15,0,0.15
Aviva Pension Multi-Asset Sustainable Stewardship III S6,Mixed assets,4,0.15,0,0.15
Aviva Pension Multi-Asset Sustainable Stewardship IV S6,Mixed assets,4,0.15,0,0.15
Aviva Pension Multi-Manager 20-60% Shares S13,Mixed assets,3,0.64,0.42,0.22
Aviva Pension Multi-Manager 20-60% Shares S2,Mixed assets,3,0.7,0,0.7
Aviva Pension Multi-Manager 20-60% Shares S3,Mixed assets,3,0.7,0,0.7
Aviva Pension Multi-Manager 20-60% Shares S5,Mixed assets,3,0.7,0,0.7
Aviva Pension Multi-Manager 20-60% Shares S6,Mixed assets,3,0.64,0.42,0.22
Aviva Pension Multi-Manager 40-85% Shares S2,Mixed assets,4,0.8,0,0.8
Aviva Pension Multi-Manager 40-85% Shares S3,Mixed assets,4,0.8,0,0.8
Aviva Pension Multi-Manager 40-85% Shares S5,Mixed assets,4,0.8,0,0.8
Aviva Pension Multi-Manager 40-85% Shares S6,Mixed assets,4,0.74,0.52,0.22
Aviva Pension Multi-Manager Flexible S2,Mixed assets,5,0.8,0,0.8
Aviva Pension Multi-Manager Flexible S3,Mixed assets,5,0.8,0,0.8
Aviva Pension Multi-Manager Flexible S5,Mixed assets,5,0.8,0,0.8
Aviva Pension Multi-Manager Flexible S6,Mixed assets,5,0.77,0.54,0.23
Aviva Pension Multi-Manager Flexible S7,Mixed assets,5,0.77,0.54,0.23
Aviva Pension Multi-Strategy Target Return S6,Specialist/Other,3,0.81,0.11,0.7
Aviva Pension My Future Annuity S2,Corporate bonds  Global bonds  Gilts,4,0,0,0
Aviva Pension My Future Annuity S3,Corporate bonds  Global bonds  Gilts,4,0,0,0
Aviva Pension My Future Annuity S6,Corporate bonds  Global bonds  Gilts,4,0,0,0
Aviva Pension My Future Cash Lump Sum S2,Corporate bonds  Gilts,2,0,0,0
Aviva Pension My Future Cash Lump Sum S3,Corporate bonds  Gilts,2,0,0,0
Aviva Pension My Future Cash Lump Sum S6,Corporate bonds  Gilts,2,0,0,0
Aviva Pension My Future Consolidation S2,Mixed assets,3,0,0,0
Aviva Pension My Future Consolidation S3,Mixed assets,3,0,0,0
Aviva Pension My Future Consolidation S6,Mixed assets,3,0,0,0
Aviva Pension My Future Drawdown S2,Mixed assets,4,0,0,0
Aviva Pension My Future Drawdown S3,Mixed assets,4,0,0,0
Aviva Pension My Future Drawdown S6,Mixed assets,4,0,0,0
Aviva Pension My Future Focus Annuity S2,Corporate bonds  Global bonds  Gilts,4,0,0,0
Aviva Pension My Future Focus Annuity S3,Corporate bonds  Global bonds  Gilts,4,0,0,0
Aviva Pension My Future Focus Annuity S6,Corporate bonds  Global bonds  Gilts,4,0,0,0
Aviva Pension My Future Focus Cash Lump Sum S2,Corporate bonds  Global bonds  Gilts,2,0,0,0
Aviva Pension My Future Focus Cash Lump Sum S3,Corporate bonds  Global bonds  Gilts,2,0,0,0
Aviva Pension My Future Focus Cash Lump Sum S6,Corporate bonds  Global bonds  Gilts,2,0,0,0
Aviva Pension My Future Focus Consolidation (Pre-2024) (CGU),Mixed assets,2,0,,
Aviva Pension My Future Focus Consolidation (Pre-2024) (CU),Mixed assets,2,0,,
Aviva Pension My Future Focus Consolidation (Pre-2024) (NU),Mixed assets,2,0,,
Aviva Pension My Future Focus Consolidation (Pre-2024) S1,Mixed assets,2,0,,
Aviva Pension My Future Focus Consolidation (Pre-2024) S10,Mixed assets,2,0,,
Aviva Pension My Future Focus Consolidation (Pre-2024) S13,Mixed assets,2,0,0,0
Aviva Pension My Future Focus Consolidation (Pre-2024) S2,Mixed assets,2,0,0,0
Aviva Pension My Future Focus Consolidation (Pre-2024) S3,Mixed assets,2,0,0,0
Aviva Pension My Future Focus Consolidation (Pre-2024) S4,Mixed assets,2,0,,
Aviva Pension My Future Focus Consolidation (Pre-2024) S6,Mixed assets,2,0,0,0
Aviva Pension My Future Focus Consolidation (Pre-2024) TESCO S10,Mixed assets,2,1,0,1
Aviva Pension My Future Focus Consolidation (Pre-2024) YP (CGU),Mixed assets,2,0,0,0
Aviva Pension My Future Focus Consolidation S2,Mixed assets,2,0,0,0
Aviva Pension My Future Focus Consolidation S3,Mixed assets,2,0,0,0
Aviva Pension My Future Focus Consolidation S4,Mixed assets,2,0,,
Aviva Pension My Future Focus Consolidation S6,Mixed assets,2,0,0,0
Aviva Pension My Future Focus Drawdown S2,Mixed assets,3,0,0,0
Aviva Pension My Future Focus Drawdown S3,Mixed assets,3,0,0,0
Aviva Pension My Future Focus Drawdown S6,Mixed assets,3,0,0,0
Aviva Pension My Future Focus Growth (CGU),Mixed assets,4,0,0,0
Aviva Pension My Future Focus Growth (CU),Mixed assets,4,0,0,0
Aviva Pension My Future Focus Growth (NU),Mixed assets,4,0,0,0
Aviva Pension My Future Focus Growth S1,Mixed assets,4,0,0,0
Aviva Pension My Future Focus Growth S13,Mixed assets,4,0,0,0
Aviva Pension My Future Focus Growth S2,Mixed assets,4,0,0,0
Aviva Pension My Future Focus Growth S3,Mixed assets,4,0,0,0
Aviva Pension My Future Focus Growth S6,Mixed assets,4,0,0,0
Aviva Pension My Future Focus Growth YP (CGU),Mixed assets,4,0,0,0
Aviva Pension My Future Focus Long Term Growth S2,Mixed assets,5,0,0,0
Aviva Pension My Future Focus Long Term Growth S3,Mixed assets,5,0,0,0
Aviva Pension My Future Focus Long Term Growth S4,Mixed assets,5,0,,
Aviva Pension My Future Focus Long Term Growth S6,Mixed assets,5,0,0,0
Aviva Pension My Future Growth S2,Mixed assets,4,0,0,0
Aviva Pension My Future Growth S3,Mixed assets,4,0,0,0
Aviva Pension My Future Growth S6,Mixed assets,4,0,0,0
Aviva Pension Ninety One American Franchise S2,Equities,6,0.6,0,0.6
Aviva Pension Ninety One American Franchise S3,Equities,6,0.6,0,0.6
Aviva Pension Ninety One American Franchise S5,Equities,6,0.6,0,0.6
Aviva Pension Ninety One American Franchise S6,Equities,6,0.69,0.09,0.6
Aviva Pension Ninety One Asia Pacific Franchise S6,Equities,7,0.85,0.15,0.7
Aviva Pension Ninety One Emerging Markets Local Currency Debt S6,Global bonds,4,0.87,0.22,0.65
Aviva Pension Ninety One Global Environment S6,Equities  Ethical,7,0.81,0.11,0.7
Aviva Pension Ninety One Global Gold S6,Equities  Specialist/Other,7,0.79,0.09,0.7
Aviva Pension Ninety One Global Income Opportunities S2,Mixed assets,4,0.57,0,0.57
Aviva Pension Ninety One Global Income Opportunities S3,Mixed assets,4,0.57,0,0.57
Aviva Pension Ninety One Global Income Opportunities S5,Mixed assets,4,0.57,0,0.57
Aviva Pension Ninety One Global Income Opportunities S6,Mixed assets,4,0.7,0.13,0.57
Aviva Pension Ninety One Global Strategic Equity S6,Equities,6,0.76,0.11,0.65
Aviva Pension Ninety One Global Strategic Equity S7,Equities,6,0.76,0.11,0.65
Aviva Pension Overseas Equity (CGU),Equities,5,0,,
Aviva Pension Overseas Equity (GA) S2,Equities,5,0,,
Aviva Pension Overseas Equity (PM),Equities,5,0,,
Aviva Pension Overseas Equity Initial (PM),Equities,5,0,,
Aviva Pension Overseas Equity YP (CGU),Equities,5,0,0,0
Aviva Pension Pacific (CGU),Equities,7,0,,
Aviva Pension Pacific (GA) S1,Equities,7,0,,
Aviva Pension Pacific Equity (ex Japan ) S9,Equities,7,0,0,0
Aviva Pension Pacific Equity (NU),Equities,6,0,,
Aviva Pension Pacific Equity (NU) S3,Equities,6,0,0,0
Aviva Pension Pacific Equity S1,Equities,6,0,,
Aviva Pension Pacific Equity S13,Equities,6,0.04,0.04,0
Aviva Pension Pacific Equity S2,Equities,6,0,0,0
Aviva Pension Pacific Equity S3,Equities,6,0,0,0
Aviva Pension Pacific Equity S4,Equities,6,0,,
Aviva Pension Pacific Equity S6,Equities,6,0.04,0.04,0
Aviva Pension Pacific YP (CGU),Equities,7,0,0,0
Aviva Pension Property (CGU),Property,4,0,,
Aviva Pension Property (CU),Property,4,0,,
Aviva Pension Property (GA) S1,Property,4,0,,
Aviva Pension Property (GA) S2,Property,4,0,,
Aviva Pension Property (NU),Property,4,0,,
Aviva Pension Property (NU) S3,Property,4,0,0,0
Aviva Pension Property (PM),Property,4,0,,
Aviva Pension Property 2 S13,Property,4,0.26,0.01,0.25
Aviva Pension Property Initial (PM),Property,4,0,,
Aviva Pension Property S1,Property,4,0,,
Aviva Pension Property S2,Property,4,0,0,0
Aviva Pension Property S3,Property,4,0,0,0
Aviva Pension Property S4,Property,4,0,,
Aviva Pension Property YP (CGU),Property,4,0,0,0
Aviva Pension Rathbone Global Opportunities S6,Equities,6,0.72,0.02,0.7
Aviva Pension Regular With Profit 9 S12,With-Profit,3,0,,
Aviva Pension Reserve S11 (Fixed Term Retirement Plan Only),Cash/Money market,1,0.15,0,0.15
Aviva Pension RGI UK Listed Smaller Companies S6,Equities,6,0.85,0.1,0.75
Aviva Pension Robeco Global Credits S6,Corporate bonds  Global bonds,4,0.53,0.13,0.4
Aviva Pension RP Deposit (NU),Cash/Money market,1,0,,
Aviva Pension RP Fixed Interest (NU),Gilts,4,0,,
Aviva Pension RP Index-Linked Securities (NU),Fixed Income,4,0,,
Aviva Pension RP International (NU),Equities,5,0,,
Aviva Pension RP Mixed Investment (40-85% Shares) (NU),Mixed assets,4,0,,
Aviva Pension RP Ordinary Share (NU),Equities,6,0,,
Aviva Pension RP Property (NU),Property,4,0,,
Aviva Pension Schroder Asian Alpha Plus S6,Equities,7,0.92,0.17,0.75
Aviva Pension Schroder Diversified Growth S6,Specialist/Other  Mixed assets,3,0.6,0.05,0.55
Aviva Pension Schroder European Recovery S6,Equities,7,0.86,0.21,0.65
Aviva Pension Schroder Gilt & Fixed Interest S2,Gilts,3,0.3,0,0.3
Aviva Pension Schroder Gilt & Fixed Interest S3,Gilts,3,0.3,0,0.3
Aviva Pension Schroder Gilt & Fixed Interest S5,Gilts,3,0.3,0,0.3
Aviva Pension Schroder Gilt & Fixed Interest S6,Gilts,3,0.33,0.08,0.25
Aviva Pension Schroder Global Cities Real Estate S6,Equities  Property,6,0.85,0.15,0.7
Aviva Pension Schroder Global Emerging Markets S6,Equities,7,0.92,0.22,0.7
Aviva Pension Schroder Global Equity Income S6,Equities,7,0.9,0.2,0.7
Aviva Pension Schroder Global Healthcare S6,Equities  Specialist/Other,6,0.87,0.17,0.7
Aviva Pension Schroder Income Maximiser S6,Equities,6,0.86,0.16,0.7
Aviva Pension Schroder Managed Balanced S6,Mixed assets,4,0.51,0.11,0.4
Aviva Pension Schroder Sustainable Future Multi Asset S6,Mixed assets  Ethical,4,0.3,0.05,0.25
Aviva Pension Schroder Tokyo S6,Equities,6,0.95,0.1,0.85
Aviva Pension Schroder Tokyo S7,Equities,6,0.95,0.1,0.85
Aviva Pension Schroder UK Alpha Plus S13,Equities,6,0.8,0,0.8
Aviva Pension Schroder UK Alpha Plus S2,Equities,6,0.8,0,0.8
Aviva Pension Schroder UK Alpha Plus S3,Equities,6,0.8,0,0.8
Aviva Pension Schroder UK Alpha Plus S5,Equities,6,0.8,0,0.8
Aviva Pension Schroder UK Alpha Plus S6,Equities,6,0.8,0,0.8
Aviva Pension Schroder US Mid Cap S6,Equities,7,0.84,0.14,0.7
Aviva Pension Shariah Consolidation S6,Mixed Assets,3,0.34,0,0.34
Aviva Pension Shariah Drawdown S6,Mixed Assets,4,0.35,0,0.35
Aviva Pension Shariah Growth S6,Mixed Assets,5,0.33,0,0.33
Aviva Pension Shariah Long Term Growth S6,Equities,6,0.3,0,0.3
Aviva Pension Single with Profit 9 S12,With-Profit,3,0,,
Aviva Pension Stakeholder With Profit 3 S2,With-Profit,3,0,0,0
Aviva Pension Stakeholder With Profit S3,With-Profit,3,0,0,0
Aviva Pension Stewart Investors Asia Pacific Leaders Sustainability S13,Equities,5,0.79,0.04,0.75
Aviva Pension Stewart Investors Asia Pacific Leaders Sustainability S6,Equities,5,0.79,0.04,0.75
Aviva Pension Strategic Bond S6,Corporate bonds  Gilts  Global bonds,3,0.28,0.03,0.25
Aviva Pension Sustainable Stewardship Bond S6,Corporate bonds  Ethical,3,0.15,0.02,0.13
Aviva Pension Sustainable Stewardship International Equity S6,Equities  Ethical,5,0.15,0.02,0.13
Aviva Pension Sustainable Stewardship Managed S6,Mixed assets  Ethical,4,0.15,0.02,0.13
Aviva Pension Sustainable Stewardship UK Equity Income S6,Equities  Ethical,6,0.19,0.06,0.13
Aviva Pension Sustainable Stewardship UK Equity S6,Equities  Ethical,6,0.14,0.01,0.13
Aviva Pension T. Rowe Price Emerging Markets Equity S6,Equities,7,1.02,0.02,1
Aviva Pension UK Equity (CGU),Equities,6,0,,
Aviva Pension UK Equity (CU),Equities,6,0,,
Aviva Pension UK Equity (GA) S1,Equities,6,0,,
